ClientID,JoinDate,Gender,Married,Birth,MarvelFavoriteCharacter,Occupation,Iron Man,The Incredible Hulk,Iron Man 2,Thor,Captain America: The First Avenger,The Avengers,Iron Man 3,Thor: The Dark World,Captain America: The Winter Soldier,Guardians of Galaxy,Avengers: Age of Ultron,Ant-Man,Captain America: Civil War,Doctor Strange,Guardians of Galaxy 2,Spider-Man: Homecoming,Thor: Ragnarok,Black Panther,Avengers: Infinity War,Ant-Man and the Wasp,Captain Marvel,Avengers: Endgame,Spider-Man: Far From Home,Black Widow,Shang-Chi and the Legend of the Ten Rings,Eternals,Spider-Man: No Way Home
EYI5SER,1/6/2018,M,M,1992,Groot,politicians,-1,7,1,10,4,7,2,-1,4,10,4,4,1,-1,10,3,2,8,9,7,4,-1,1,3,-1,1,4
65C545E,1/5/2019,F,M,1983,Groot,hotel/restaurant,2,-1,9,3,6,-1,-1,-1,-1,10,4,-1,5,-1,10,5,-1,9,-1,0,-1,6,-1,5,-1,-1,-1
99RPFDG,1/12/2018,M,M,1968,Captain America,hotel/restaurant,4,9,4,-1,10,-1,5,10,10,-1,5,6,10,-1,6,8,-1,0,-1,-1,-1,1,2,6,6,0,0
OCBWVZT,1/11/2019,F,M,1971,Spider-Man,politicians,10,10,5,-1,8,7,5,-1,1,10,6,5,3,-1,4,10,10,10,-1,0,-1,8,10,6,3,10,10
P4D944S,1/5/2019,M,M,1982,Pepper Potts,shopkeepers,10,-1,10,10,2,2,10,6,-1,10,1,7,5,5,8,0,8,3,6,0,3,4,-1,3,-1,2,1
FWUVLCC,1/12/2017,M,M,1980,Iron Man,politicians,10,1,10,9,5,-1,10,-1,-1,5,7,1,8,2,4,0,5,0,-1,2,10,4,-1,-1,-1,9,-1
YHZZV87,1/4/2019,M,M,1979,MJ,shopkeepers,0,-1,-1,9,2,0,7,-1,3,-1,0,3,4,6,-1,10,-1,10,5,4,1,4,10,-1,-1,-1,10
HCSZNUP,1/2/2015,M,M,1986,Iron Man,hotel/restaurant,10,5,10,-1,2,1,10,10,8,-1,9,4,-1,0,1,10,7,3,9,-1,-1,0,5,-1,8,9,-1
NS2Y19K,1/12/2017,M,M,1970,Thanos,politicians,6,7,1,-1,5,10,2,9,-1,-1,10,3,10,5,4,4,8,8,10,-1,5,10,0,-1,-1,-1,-1
WXT0OVA,1/11/2018,F,M,1971,Thanos,politicians,0,3,1,2,0,10,-1,-1,-1,3,10,2,7,1,4,-1,9,-1,10,-1,-1,10,1,-1,-1,-1,1
4MHE9TY,1/3/2018,M,S,1976,Black Widow,politicians,5,-1,-1,8,-1,2,8,1,4,-1,10,9,3,8,0,-1,1,0,5,0,9,7,8,10,3,7,8
4WNUGZK,1/3/2017,M,M,1989,Iron Man,politicians,10,7,10,10,-1,1,10,-1,1,10,-1,-1,3,-1,-1,-1,5,-1,9,1,-1,-1,-1,-1,0,0,0
YNKJAUX,1/6/2014,M,S,1994,Groot,politicians,-1,-1,1,10,-1,2,9,7,6,10,-1,3,6,-1,10,7,1,2,-1,-1,1,4,1,1,0,6,-1
S4LKY8I,1/4/2018,M,M,1985,Thanos,freelancers,-1,-1,5,7,1,10,1,8,-1,-1,10,-1,-1,7,5,5,5,1,10,0,-1,10,3,2,7,7,-1
RQ77RZL,1/1/2019,F,M,1966,Captain America,engineers,10,1,7,-1,10,1,10,4,10,9,5,1,10,0,-1,6,-1,-1,10,0,-1,7,7,3,4,8,0
YMPVGU9,1/12/2018,M,M,1974,Iron Man,politicians,10,5,10,1,8,-1,10,4,4,-1,8,-1,5,-1,9,0,6,-1,3,6,0,-1,6,6,-1,10,-1
KMWBLX0,1/6/2019,F,S,1980,Iron Man,hotel/restaurant,10,9,10,-1,3,-1,10,0,0,-1,10,5,-1,-1,8,10,3,2,7,7,-1,0,8,5,1,6,-1
GYXR1SM,1/5/2018,M,M,1973,Pepper Potts,hotel/restaurant,10,0,10,1,10,8,10,5,3,-1,0,-1,4,9,-1,-1,-1,5,4,5,2,4,7,5,4,-1,-1
T9IBFO3,1/12/2018,F,S,1971,Spider-Man,politicians,-1,-1,-1,9,7,-1,-1,8,1,5,6,-1,1,-1,8,10,-1,-1,-1,4,0,-1,10,9,10,-1,10
MS9L8UU,1/3/2017,M,S,1988,Groot,politicians,0,3,1,0,-1,10,7,9,-1,10,10,5,1,5,10,-1,3,-1,-1,9,8,10,9,-1,-1,1,2
DAU0PDX,1/4/2015,M,M,1982,Iron Man,politicians,10,0,10,8,3,-1,10,7,-1,-1,-1,6,0,-1,5,-1,4,-1,-1,5,5,3,-1,-1,1,-1,-1
V7NUF7U,1/5/2019,M,M,1970,Spider-Man,hotel/restaurant,-1,7,6,7,-1,3,-1,4,1,-1,6,1,-1,3,0,10,-1,8,-1,2,8,-1,10,2,3,-1,10
U75DSTQ,1/10/2016,F,M,1995,Iron Man,hotel/restaurant,10,-1,10,5,2,-1,10,0,-1,-1,9,8,-1,-1,9,1,2,0,6,8,3,6,-1,-1,1,-1,2
23Z5Q32,1/6/2020,M,M,1971,Iron Man,politicians,10,-1,10,8,-1,10,10,1,8,8,5,2,3,5,7,0,10,-1,-1,6,9,-1,10,8,0,-1,-1
KRSBKOF,1/11/2015,F,S,1977,Black Widow,politicians,-1,-1,3,-1,-1,-1,5,5,-1,4,-1,4,2,9,10,-1,3,5,1,3,9,1,-1,10,9,8,0
S773VP8,1/11/2017,M,M,1982,Black Widow,politicians,8,9,1,4,2,6,4,4,-1,6,-1,10,2,8,2,5,3,-1,-1,-1,-1,-1,-1,10,-1,8,-1
5GQSLRO,1/5/2020,F,M,1973,Thanos,politicians,3,3,2,5,2,10,-1,10,1,1,10,0,9,3,-1,4,-1,0,10,6,10,10,-1,9,1,8,4
C9127DF,1/10/2019,M,M,1993,Captain America,hotel/restaurant,5,6,7,3,10,8,-1,-1,10,5,-1,8,10,6,3,6,0,8,-1,6,-1,-1,0,-1,-1,3,3
JJWF61H,1/3/2019,M,M,1982,Spider-Man,politicians,-1,4,-1,-1,5,4,-1,2,1,-1,-1,6,7,3,1,10,4,-1,4,-1,0,6,10,-1,-1,1,10
ZU2XU7K,1/6/2018,M,M,1981,Thanos,hotel/restaurant,-1,8,8,7,4,10,6,2,-1,-1,10,8,-1,1,-1,7,10,10,10,-1,-1,10,1,8,8,4,-1
CYX0KGT,1/9/2017,F,M,1970,Iron Man,politicians,10,-1,10,-1,7,3,10,3,1,6,9,9,7,8,-1,-1,1,-1,3,5,9,5,2,3,6,5,1
Z8YF33Z,1/4/2018,M,M,1982,Pepper Potts,politicians,10,4,10,5,8,4,10,0,-1,1,-1,1,5,-1,2,-1,5,-1,10,3,0,5,4,10,3,3,-1
4ZQTZFR,1/9/2017,M,S,1989,Iron Man,politicians,10,2,10,7,5,8,10,-1,5,-1,4,7,7,1,6,1,-1,-1,10,0,0,-1,1,9,6,-1,-1
7LJZC83,1/8/2012,M,U,1989,Groot,politicians,1,1,1,9,1,-1,4,3,-1,10,-1,-1,-1,9,10,0,-1,8,-1,-1,7,2,7,-1,-1,3,10
QH7JM3U,1/3/2013,F,U,1983,Iron Man,politicians,10,-1,10,10,-1,8,10,3,-1,-1,4,1,3,6,-1,2,6,-1,2,8,-1,6,10,7,5,1,10
Q6HW4Y0,1/2/2017,M,M,1976,Pepper Potts,shopkeepers,10,7,10,-1,7,4,10,0,4,6,8,5,9,5,10,3,0,-1,6,2,-1,9,1,9,0,-1,-1
ICIG4OJ,1/6/2020,F,M,2000,Pepper Potts,hotel/restaurant,10,2,10,-1,4,-1,10,2,6,7,0,10,9,9,6,-1,-1,2,2,-1,6,6,10,6,8,8,1
QN9ZTQ5,1/8/2019,M,U,1977,Thor,hotel/restaurant,3,9,-1,10,8,8,0,10,-1,3,-1,9,0,2,-1,7,10,8,1,2,-1,4,-1,7,-1,7,5
UJ9UAMT,1/1/2019,M,S,1994,Pepper Potts,politicians,10,0,10,10,9,6,10,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,10,-1,3,-1,-1,-1,9,6,0,8
JLWAG14,1/5/2018,M,M,1972,Iron Man,politicians,10,-1,10,-1,-1,-1,10,3,3,9,6,7,-1,2,9,3,-1,-1,4,-1,8,4,10,4,9,-1,5
Y6M3NUG,1/2/2015,M,M,1973,Loki,politicians,2,3,7,10,0,9,-1,10,8,-1,4,5,10,1,-1,7,10,7,6,-1,4,-1,-1,-1,6,-1,-1
7C7SLIC,1/1/2013,M,U,1987,Iron Man,politicians,10,-1,10,8,7,-1,10,7,3,4,-1,-1,0,6,0,-1,2,1,0,6,7,0,5,9,2,5,-1
8C8S4PX,1/8/2019,M,M,1962,Black Widow,politicians,4,10,-1,-1,7,-1,8,5,-1,8,2,-1,-1,7,0,8,-1,-1,-1,2,8,5,-1,10,-1,-1,2
YM4U56L,1/3/2018,F,M,1978,Iron Man,politicians,10,4,10,4,8,-1,10,1,-1,-1,-1,1,10,-1,7,-1,6,10,1,6,9,10,7,1,2,-1,0
TC6XE3H,1/10/2018,F,M,1974,Black Widow,shopkeepers,3,-1,0,-1,9,4,0,0,0,9,6,6,4,-1,-1,-1,1,6,4,9,1,10,3,10,6,7,-1
7ABN0NG,1/5/2020,M,M,1964,Thanos,politicians,7,0,9,10,-1,10,1,2,10,-1,10,3,-1,-1,-1,5,3,8,10,-1,9,10,2,-1,-1,9,7
XTR20KZ,1/8/2017,M,M,1980,Groot,politicians,-1,10,8,-1,-1,1,6,-1,0,10,1,-1,-1,0,10,-1,3,9,10,-1,9,7,-1,-1,-1,4,3
Y27HLDT,1/8/2018,M,S,1987,Iron Man,politicians,10,-1,10,10,3,2,10,10,4,6,-1,8,-1,5,1,-1,1,2,8,9,5,-1,10,6,-1,-1,9
WWO3Y13,1/6/2016,M,M,1990,Loki,politicians,7,6,-1,10,-1,6,10,10,-1,-1,3,-1,-1,0,-1,4,10,1,0,8,0,4,3,9,0,9,0
BRM0ZKJ,1/11/2019,M,M,1954,Ant-Man,politicians,8,7,-1,-1,10,3,7,-1,2,2,7,10,7,2,0,10,2,-1,4,10,9,6,7,-1,3,7,-1
W6PKRMJ,1/5/2018,M,M,1982,Spider-Man,shopkeepers,-1,7,5,8,4,9,-1,3,-1,-1,9,-1,1,-1,10,10,5,7,3,8,1,6,10,4,-1,5,10
WB0LBJK,1/4/2017,F,M,1982,Black Widow,engineers,7,5,-1,-1,-1,7,9,2,2,-1,5,6,0,5,3,3,9,6,-1,1,0,10,3,10,-1,9,4
SH1MIFN,1/2/2019,M,S,1990,Spider-Man,politicians,9,4,-1,3,2,8,10,-1,-1,0,-1,3,-1,1,0,10,3,-1,1,5,6,-1,10,8,-1,3,10
993H7AM,1/7/2018,M,M,1984,Black Widow,politicians,8,10,-1,0,-1,9,10,-1,-1,-1,-1,1,3,3,10,1,-1,6,0,1,-1,4,9,10,5,5,-1
YU4WA9O,1/5/2018,M,M,1960,Iron Man,politicians,10,8,10,9,-1,0,10,0,0,-1,-1,10,5,3,3,8,5,6,5,-1,10,1,6,6,4,-1,-1
GECSGIJ,1/7/2016,M,M,1982,Groot,politicians,10,-1,9,-1,-1,10,7,-1,6,10,6,10,10,4,10,6,7,7,9,-1,1,10,-1,-1,-1,4,4
YC7O5HO,1/12/2016,M,M,1966,Thanos,politicians,0,-1,3,4,-1,10,-1,5,1,1,10,-1,2,-1,10,-1,5,-1,10,6,0,10,-1,3,7,10,-1
Y0ODNJH,1/11/2018,F,M,1985,Thanos,politicians,5,10,3,9,-1,10,10,8,3,6,10,-1,-1,-1,4,2,2,-1,10,0,10,10,-1,0,3,8,-1
CFPK3N7,1/4/2019,M,M,1978,Iron Man,politicians,10,0,10,-1,-1,9,10,10,2,4,-1,1,5,7,-1,-1,-1,2,0,10,3,4,10,6,7,9,5
TTVKRLJ,1/12/2018,M,M,1977,Spider-Man,politicians,5,7,0,10,-1,1,3,8,0,2,8,4,7,2,-1,10,4,1,-1,2,5,-1,10,8,8,6,10
N9PX7OY,1/1/2020,M,M,1963,Iron Man,politicians,10,-1,10,7,4,7,10,1,8,8,-1,9,5,3,10,1,-1,1,0,5,10,9,-1,10,-1,10,-1
Q9XIW1P,1/10/2017,M,M,1973,Pepper Potts,hotel/restaurant,10,-1,10,1,10,10,10,-1,-1,-1,-1,-1,2,6,10,5,7,0,8,-1,-1,7,9,3,-1,6,0
E7DRYW6,1/8/2019,M,M,1962,Thanos,politicians,1,-1,9,-1,5,10,9,7,10,2,10,-1,8,8,5,-1,0,2,10,2,-1,10,3,0,8,9,-1
R8C7NSV,1/10/2015,M,M,1979,Iron Man,politicians,10,3,10,3,3,1,10,5,10,1,-1,0,-1,10,2,-1,10,1,1,9,5,1,8,10,2,0,2
WX1AEV6,1/5/2018,M,M,1973,MJ,shopkeepers,9,1,1,-1,9,-1,-1,10,0,6,-1,-1,-1,-1,4,10,2,5,-1,9,5,10,10,0,3,8,10
LOZQOW4,1/12/2019,M,M,1986,Thor,hotel/restaurant,4,8,5,10,-1,0,5,10,-1,-1,4,9,-1,10,3,3,10,3,-1,5,10,-1,-1,-1,9,-1,7
ZWXQHTI,1/10/2017,M,M,1972,Iron Man,hotel/restaurant,10,-1,10,5,-1,2,10,-1,5,0,-1,8,-1,4,2,-1,-1,0,1,6,3,7,1,0,7,-1,4
VUTI3OA,1/6/2018,F,M,1981,Thanos,politicians,-1,-1,-1,6,2,10,2,4,7,6,10,6,0,4,-1,3,-1,-1,10,6,10,10,8,-1,3,5,7
2Z6UZ6C,1/9/2017,M,M,1971,Thor,politicians,7,-1,-1,10,10,7,-1,10,3,4,10,2,8,0,-1,10,10,10,9,-1,-1,8,9,8,7,7,0
HCHK5FY,1/12/2017,F,S,1982,Captain America,politicians,4,3,3,-1,10,-1,-1,5,10,-1,10,4,10,8,-1,-1,1,10,2,4,0,-1,6,9,0,1,10
T6KX7OP,1/11/2016,M,M,1979,Groot,hotel/restaurant,-1,0,3,6,-1,-1,9,7,10,10,10,0,7,7,10,9,1,7,-1,-1,-1,-1,10,4,3,6,10
29JYPQ8,1/12/2018,F,M,1967,Thanos,politicians,-1,4,-1,10,3,10,9,1,-1,1,10,1,10,3,2,-1,8,9,10,9,10,10,7,-1,1,3,2
POHGUVW,1/8/2016,M,M,1972,Iron Man,politicians,10,2,10,-1,6,-1,10,1,1,-1,-1,3,3,3,7,5,0,-1,9,-1,10,-1,-1,2,-1,-1,7
YCFXM9O,1/5/2019,M,M,1989,Spider-Man,politicians,8,-1,10,6,-1,9,0,0,1,0,10,2,9,9,6,10,-1,-1,-1,-1,-1,7,10,6,2,7,10
X26ZGWN,1/2/2013,M,U,1970,Iron Man,politicians,10,-1,10,-1,7,1,10,0,0,7,7,5,10,7,5,1,7,3,6,-1,3,-1,-1,-1,-1,6,7
17KPRFB,1/7/2017,M,M,1984,Spider-Man,politicians,10,-1,-1,4,-1,-1,9,7,-1,6,0,8,3,5,-1,10,6,7,4,3,-1,4,10,-1,2,3,10
XQ400JY,1/5/2017,M,M,1969,Groot,shopkeepers,2,7,6,-1,1,-1,-1,9,-1,10,1,-1,9,-1,10,1,-1,1,3,0,1,-1,-1,-1,3,3,10
AAASE2I,1/6/2018,F,D,1987,Thanos,politicians,0,-1,-1,9,2,10,-1,6,6,1,10,2,4,0,5,3,1,4,10,3,5,10,-1,-1,-1,-1,1
0VC4JR9,1/5/2018,F,M,1977,Iron Man,shopkeepers,10,-1,10,5,-1,-1,10,8,10,-1,-1,-1,-1,2,9,6,5,8,6,4,-1,-1,-1,4,8,-1,1
9RF812Q,1/11/2018,M,M,1993,Groot,politicians,0,-1,0,-1,8,-1,-1,10,6,10,-1,1,-1,5,10,-1,-1,-1,9,0,10,0,5,5,0,-1,4
7VW7QO5,1/2/2019,M,M,1994,Black Widow,politicians,9,0,9,8,-1,4,10,2,-1,10,2,2,10,-1,6,8,6,8,5,8,-1,6,7,10,-1,3,-1
R2CWIN1,1/2/2017,M,M,1987,Spider-Man,politicians,4,-1,1,10,-1,2,2,-1,5,6,6,5,3,10,2,10,2,6,5,-1,-1,-1,10,1,5,3,10
LEDWYMY,1/1/2017,M,M,1980,Groot,politicians,3,-1,8,0,4,9,-1,-1,5,10,-1,9,2,10,10,7,-1,2,-1,8,-1,8,6,3,2,5,1
ML0D0EU,1/9/2019,M,M,1983,Black Widow,politicians,-1,-1,9,-1,-1,6,6,9,-1,4,10,-1,-1,6,7,4,9,-1,1,8,7,0,-1,10,0,6,1
ZVJ0AGX,1/8/2018,F,M,1987,Iron Man,hotel/restaurant,10,1,10,-1,-1,2,10,9,5,9,-1,2,1,10,-1,1,8,-1,9,9,7,8,-1,0,10,9,10
GN9N8LQ,1/11/2017,M,M,1958,Iron Man,hotel/restaurant,10,2,10,4,3,10,10,-1,0,-1,-1,-1,10,10,-1,3,1,-1,6,-1,2,4,3,6,-1,1,6
2ZNTNPE,1/11/2019,M,M,1972,Thanos,hotel/restaurant,5,1,7,6,2,10,10,-1,8,-1,10,4,9,5,-1,-1,3,-1,10,9,10,10,8,2,3,6,7
0W0UJW9,1/4/2014,M,M,1967,Iron Man,hotel/restaurant,10,9,10,10,1,-1,10,-1,-1,6,2,-1,7,-1,6,10,0,7,7,7,5,0,6,-1,5,-1,1
3W3TQ9A,1/2/2020,F,M,1963,Iron Man,politicians,10,2,10,1,-1,5,10,-1,9,-1,10,-1,-1,8,7,2,4,4,-1,2,1,3,7,0,-1,-1,3
V38HNKI,1/6/2017,M,M,1983,Spider-Man,shopkeepers,5,-1,-1,-1,3,2,7,2,2,4,-1,7,3,9,5,10,1,1,-1,-1,3,3,10,-1,-1,6,10
OZ1PQ9M,1/12/2018,M,S,1992,Iron Man,politicians,10,-1,10,3,-1,-1,10,8,4,4,3,8,-1,4,6,10,6,-1,1,10,-1,-1,2,7,5,-1,7
EH6PGCL,1/4/2018,M,M,1994,Iron Man,shopkeepers,10,5,10,-1,10,4,10,-1,3,10,-1,2,-1,-1,5,-1,10,7,4,3,-1,-1,0,6,-1,-1,5
D3S3LZH,1/4/2017,F,M,1983,Black Widow,politicians,8,-1,-1,0,1,1,7,-1,6,-1,10,-1,-1,9,1,-1,3,9,3,3,3,5,9,10,9,1,2
1WFEDLR,1/12/2019,M,M,1986,Thanos,hotel/restaurant,-1,-1,0,3,-1,10,9,7,7,3,10,-1,8,10,8,0,2,7,10,6,-1,10,4,-1,-1,-1,4
EM2FVV9,1/7/2013,M,U,1988,Iron Man,politicians,10,3,10,-1,4,6,10,-1,7,-1,6,-1,2,2,4,4,6,5,6,6,6,1,0,6,6,-1,5
MM7FCVD,1/4/2018,M,M,1989,Iron Man,shopkeepers,10,2,10,10,-1,6,10,8,1,-1,-1,-1,-1,1,10,1,-1,2,5,3,-1,-1,2,6,8,-1,6
VOMPMXG,1/4/2014,F,M,1988,Iron Man,politicians,10,2,10,9,3,0,10,4,-1,1,7,4,1,2,3,-1,9,-1,5,8,-1,6,7,3,2,-1,6
X7GD572,1/10/2017,F,S,1984,Captain America,politicians,5,-1,1,9,10,-1,-1,0,10,5,8,9,10,6,-1,5,10,-1,-1,10,-1,8,9,10,7,-1,-1
7G56Q82,1/6/2019,M,M,1982,Spider-Man,politicians,1,8,7,10,3,-1,7,9,-1,-1,6,-1,6,0,-1,10,9,5,6,-1,8,-1,10,-1,6,10,10
1J88IJL,1/9/2018,M,S,1978,Thor,politicians,1,3,-1,10,7,5,6,10,-1,2,-1,-1,1,0,8,-1,10,-1,-1,3,4,-1,2,6,3,7,8
Y34C8IO,1/8/2019,M,M,1987,Ant-Man,politicians,-1,-1,-1,5,2,-1,-1,-1,10,7,5,10,9,0,7,9,3,-1,0,10,2,6,2,10,7,7,10
7QRCGSI,1/4/2016,M,M,1978,Loki,politicians,4,9,-1,10,0,0,-1,10,9,1,3,10,4,9,1,2,10,5,-1,7,4,9,7,6,5,-1,7
WA3PDVK,1/5/2016,M,S,1985,Captain America,politicians,3,4,0,6,10,-1,1,10,10,3,10,10,10,-1,0,10,5,-1,-1,2,9,-1,-1,-1,7,1,1
ZT9EQ7W,1/10/2019,M,S,1977,Iron Man,hotel/restaurant,10,3,10,0,2,7,10,-1,5,4,3,-1,-1,3,-1,2,1,-1,6,2,9,-1,8,8,5,4,2
OAW4PV9,1/8/2019,M,M,1978,Iron Man,politicians,10,-1,10,-1,1,5,10,-1,-1,7,8,0,2,8,-1,-1,1,5,-1,5,1,10,5,3,-1,3,1
0EPTRI1,1/7/2018,M,M,1984,Spider-Man,politicians,6,4,8,10,-1,3,2,4,5,8,-1,3,-1,5,7,10,-1,4,-1,5,10,-1,10,5,5,-1,10
HMMU6JJ,1/10/2019,M,M,1979,Black Widow,politicians,5,5,0,8,-1,1,-1,3,2,4,7,0,0,8,-1,10,-1,6,3,-1,9,-1,-1,10,8,5,6
XPGGOJ8,1/6/2017,M,M,1972,Iron Man,shopkeepers,10,7,10,10,7,4,10,5,9,-1,-1,7,-1,-1,8,-1,0,7,-1,0,9,-1,0,9,8,1,0
FLT3XDA,1/1/2020,F,W,1972,Black Widow,politicians,-1,-1,3,4,4,0,-1,-1,5,-1,-1,10,0,-1,-1,-1,-1,3,3,9,4,-1,3,10,1,-1,10
CHJEXL5,1/5/2014,M,U,1974,Iron Man,hotel/restaurant,10,-1,10,7,1,1,10,-1,6,-1,4,8,9,-1,2,7,7,-1,-1,3,-1,7,10,1,-1,10,-1
O4X0DE2,1/4/2018,F,M,1983,Spider-Man,shopkeepers,-1,4,8,10,-1,-1,2,3,-1,0,-1,6,-1,-1,0,10,2,-1,5,8,0,0,10,5,-1,1,10
4E6T8WO,1/2/2019,M,M,1988,Spider-Man,politicians,3,1,1,10,4,10,-1,1,-1,4,-1,2,3,-1,4,10,5,1,-1,1,4,-1,10,-1,7,3,10
G6CCTUX,1/4/2017,M,M,1990,Iron Man,politicians,10,3,10,4,-1,-1,10,4,7,2,2,8,-1,-1,2,6,-1,9,-1,7,9,7,2,1,-1,7,7
TLNFRKU,1/9/2018,F,M,1990,Captain America,politicians,3,7,-1,10,10,2,-1,-1,10,-1,4,9,10,8,8,6,-1,1,3,6,-1,4,9,-1,6,2,-1
PX5QPMR,1/5/2017,F,M,1979,Iron Man,shopkeepers,10,0,10,5,-1,10,10,4,5,1,-1,2,2,-1,5,7,-1,-1,6,7,10,7,6,-1,7,-1,6
VVJLJ3B,1/11/2018,M,M,1987,Thanos,politicians,-1,7,1,10,-1,10,3,-1,10,5,10,-1,10,6,-1,7,1,-1,10,-1,6,10,-1,4,9,10,2
E5NK1SY,1/7/2019,M,M,1994,Thanos,politicians,6,-1,-1,7,10,10,-1,2,2,4,10,-1,7,8,-1,-1,10,6,10,6,2,10,5,8,-1,-1,5
7C7WYED,1/12/2019,M,U,1974,Captain America,shopkeepers,2,8,10,2,10,6,-1,9,10,5,-1,8,10,-1,9,-1,1,-1,-1,9,4,2,8,8,9,9,2
IWN6C6H,1/4/2020,F,S,1985,Captain America,hotel/restaurant,7,5,2,-1,10,6,8,9,10,5,10,6,10,6,-1,3,4,10,8,9,-1,3,9,9,0,6,-1
Q3BXS0D,1/1/2020,M,U,1979,Iron Man,politicians,10,5,10,-1,3,-1,10,8,-1,-1,1,3,10,4,3,-1,3,7,9,5,-1,-1,6,1,7,2,10
716RTI7,1/2/2018,M,M,1967,Black Widow,hotel/restaurant,-1,7,-1,-1,-1,-1,-1,10,10,5,4,8,3,0,5,8,5,1,4,7,-1,7,-1,10,7,6,-1
FZZ2RX5,1/4/2017,M,M,1966,Spider-Man,shopkeepers,6,8,6,0,-1,-1,2,-1,-1,5,-1,-1,-1,-1,1,10,1,-1,4,-1,-1,6,10,6,4,-1,10
H7QX15R,1/4/2019,F,M,1977,Groot,politicians,7,6,8,-1,-1,7,10,1,-1,10,2,2,-1,6,10,0,6,1,-1,6,-1,5,3,10,0,6,4
U0RE9SI,1/10/2019,F,S,1971,Pepper Potts,politicians,10,0,10,9,-1,0,10,10,-1,10,8,4,6,10,5,2,3,-1,1,-1,5,9,7,0,-1,6,7
46EXXL4,1/5/2020,M,M,1974,Iron Man,hotel/restaurant,10,7,10,-1,4,5,10,-1,7,-1,6,10,-1,10,2,8,8,-1,-1,-1,3,7,10,10,-1,5,-1
WWGZRMK,1/1/2017,F,D,1975,Iron Man,politicians,10,3,10,8,1,7,10,0,-1,10,5,-1,4,1,2,0,-1,1,5,-1,8,5,-1,6,-1,7,-1
ZW8OBQZ,1/12/2017,M,M,1962,Black Widow,hotel/restaurant,6,2,2,3,1,-1,3,7,8,-1,10,8,6,-1,2,1,2,6,0,8,9,10,7,10,1,-1,0
LM1O3LN,1/6/2020,F,M,1981,Pepper Potts,hotel/restaurant,10,5,10,0,4,10,10,-1,4,0,5,3,5,8,-1,3,-1,6,-1,-1,5,-1,10,3,3,4,-1
JLUHSSJ,1/11/2017,F,M,1986,Iron Man,politicians,10,-1,10,1,-1,9,10,2,6,-1,0,-1,-1,-1,-1,-1,-1,-1,10,4,7,1,7,4,7,-1,9
NQFUOH9,1/7/2018,M,M,1979,Pepper Potts,freelancers,10,5,10,-1,-1,7,10,3,3,-1,1,7,-1,3,0,2,2,3,3,0,-1,9,-1,7,-1,9,-1
9MCUAPV,1/6/2018,M,M,1982,MJ,shopkeepers,6,5,-1,-1,7,-1,7,8,6,-1,4,-1,3,-1,6,10,8,4,-1,2,1,10,10,0,-1,-1,10
SWFIAX9,1/4/2020,M,M,1975,Black Widow,politicians,8,10,9,-1,1,-1,10,6,6,3,0,7,-1,2,-1,1,5,-1,7,10,8,-1,9,10,-1,-1,7
75TWLDD,1/12/2014,M,M,1981,Black Widow,politicians,0,9,9,3,3,6,-1,-1,-1,0,3,0,3,6,9,2,1,2,-1,1,4,-1,9,10,9,8,-1
YTJIZDG,1/11/2018,F,M,1970,Black Widow,shopkeepers,1,-1,5,-1,6,-1,0,5,-1,-1,6,0,1,-1,-1,-1,-1,1,7,5,0,4,5,10,-1,2,-1
7NUO2AK,1/7/2019,F,M,1975,MJ,politicians,5,-1,4,-1,-1,0,8,-1,1,6,-1,1,9,2,8,10,6,1,-1,-1,10,-1,10,-1,9,3,10
I0RXX5Q,1/3/2019,F,M,1969,Iron Man,politicians,10,5,10,1,-1,-1,10,10,4,9,-1,-1,-1,0,-1,4,8,6,-1,2,9,8,2,3,8,3,9
OY79BXD,1/5/2018,F,M,2001,Spider-Man,politicians,9,4,3,10,10,-1,5,10,5,8,-1,1,-1,-1,8,10,5,0,4,4,1,3,10,3,4,8,10
INKM1ZF,1/1/2019,M,M,1985,Captain America,freelancers,8,-1,5,2,10,-1,-1,-1,10,3,1,1,10,0,-1,8,4,7,-1,4,9,8,9,-1,7,-1,7
KN4S8IH,1/12/2014,M,M,1980,Captain America,hotel/restaurant,4,10,1,-1,10,-1,1,9,10,4,1,4,10,-1,-1,5,2,-1,-1,4,8,4,2,2,-1,-1,-1
OTX5RC5,1/4/2014,M,U,1985,Iron Man,politicians,10,7,10,0,-1,6,10,5,6,3,10,6,-1,7,0,0,6,-1,7,-1,3,2,1,0,-1,1,-1
ORVARG2,1/5/2019,M,M,1960,MJ,shopkeepers,5,-1,10,8,-1,-1,2,-1,-1,-1,-1,4,2,-1,-1,10,4,9,0,3,2,2,10,3,9,-1,10
08TTQT0,1/5/2017,M,M,1987,Thanos,politicians,7,5,10,-1,-1,10,2,3,0,6,10,0,-1,-1,8,2,-1,7,10,0,9,10,6,-1,8,6,4
ARKNX9B,1/5/2020,M,M,1989,Iron Man,hotel/restaurant,10,3,10,8,10,-1,10,9,5,9,1,9,10,1,8,6,5,6,5,-1,1,-1,7,5,6,6,4
GI5GPC8,1/9/2018,M,M,1990,Iron Man,politicians,10,5,10,1,7,-1,10,9,5,10,-1,-1,7,2,-1,-1,0,6,-1,9,10,8,-1,6,8,7,-1
